,Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Cost of goods sold,Profit Margin,company_short
492,Cashew,Solid Agro Nigeria Limited,Sweden,2023-03-10,403,12673.28,3954.67,5107331.84,Port Harcourt,Sea,1593732.01,3513599.83,0.31,SANL
493,Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-02,322,24656.86,9823.39,7939508.92,Lagos,Sea,3163131.5799999996,4776377.34,0.4,AAENL
494,Cashew,Farmgate Nigeria Limited,Italy,2020-08-06,492,49229.66,7287.84,24220992.72,Lagos,Sea,3585617.2800000003,20635375.439999998,0.15,FNL
495,Cashew,Nigeria Agro Export Company,Belgium,2021-06-30,469,40500.51,9256.95,18994739.19,Calabar,Sea,4341509.550000001,14653229.64,0.23,NAEC
496,Palm Oil,Solid Agro Nigeria Limited,Netherlands,2020-11-18,617,10920.48,7123.67,6737936.16,Port Harcourt,Sea,4395304.39,2342631.7700000005,0.65,SANL
497,Cassava,Nigerian Export Promotion Council (NEPC),Austria,2020-04-07,825,44058.73,4559.39,36348452.25,Warri,Sea,3761496.7500000005,32586955.5,0.1,NEPC
498,Cassava,Prime Agro Exports Nigeria Limited,Italy,2021-12-21,243,29602.28,9786.18,7193354.04,Warri,Sea,2378041.74,4815312.3,0.33,PAENL
499,Ginger,Agro Export Nigeria Ltd,Switzerland,2023-10-07,967,40625.11,2102.62,39284481.37,Port Harcourt,Sea,2033233.5399999998,37251247.83,0.05,AENL
500,Cassava,Golden Farms Nigeria Limited,Denmark,2022-04-26,185,14847.32,3544.82,2746754.2,Port Harcourt,Sea,655791.7000000001,2090962.5,0.24,GFNL
501,Ginger,Agriplus Nigeria Limited,Denmark,2023-05-21,181,24434.41,5026.98,4422628.21,Warri,Sea,909883.3799999999,3512744.83,0.21,ANL
502,Ginger,Farmgate Nigeria Limited,Belgium,2022-03-15,173,14946.11,3265.19,2585677.03,Lagos,Sea,564877.87,2020799.1599999997,0.22,FNL
503,Palm Oil,Farmgate Nigeria Limited,Spain,2021-04-28,437,34043.56,9211.58,14877035.72,Lagos,Sea,4025460.46,10851575.260000002,0.27,FNL
504,Cassava,Prime Agro Exports Nigeria Limited,Netherlands,2022-09-22,326,36801.15,6544.27,11997174.9,Lagos,Sea,2133432.02,9863742.88,0.18,PAENL
505,Cassava,Greenfield Agro Exporters Nigeria Limited,Switzerland,2023-09-20,681,26580.76,8722.94,18101497.56,Warri,Sea,5940322.140000001,12161175.419999998,0.33,GAENL
506,Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,2020-12-20,222,17101.55,9701.85,3796544.1,Calabar,Sea,2153810.7,1642733.4,0.57,AAENL
507,Ginger,Nigeria Agro Export Company,Netherlands,2020-07-25,443,27640.45,7433.24,12244719.35,Calabar,Sea,3292925.32,8951794.03,0.27,NAEC
508,Cassava,Prime Agro Exports Nigeria Limited,France,2021-03-13,928,38172.49,7185.46,35424070.72,Lagos,Sea,6668106.88,28755963.84,0.19,PAENL
509,Cassava,Nigeria Agro Export Company,Switzerland,2020-09-05,242,31257.41,4475.98,7564293.22,Lagos,Sea,1083187.16,6481106.06,0.14,NAEC
510,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Spain,2022-10-28,485,21156.93,3688.43,10261111.05,Calabar,Sea,1788888.5499999998,8472222.5,0.17,GAENL
511,Palm Oil,Agro Allied Exporters Nigeria Limited,Spain,2023-08-20,863,49549.96,4979.97,42761615.48,Lagos,Sea,4297714.11,38463901.37,0.1,AAENL
512,Cocoa,Agro Allied Exporters Nigeria Limited,Spain,2021-08-07,231,37383.65,6025.9,8635623.15,Lagos,Sea,1391982.9,7243640.25,0.16,AAENL
513,Cassava,Solid Agro Nigeria Limited,France,2020-11-30,165,30565.62,6590.04,5043327.3,Lagos,Sea,1087356.6,3955970.6999999997,0.22,SANL
514,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,2021-07-24,169,36340.15,4211.5,6141485.35,Calabar,Sea,711743.5,5429741.85,0.12,GAENL
515,Cassava,Nigerian Export Promotion Council (NEPC),Germany,2021-03-16,634,20602.99,5428.66,13062295.66,Calabar,Sea,3441770.44,9620525.22,0.26,NEPC
516,Sesame,Farmgate Nigeria Limited,Germany,2022-02-25,180,35098.42,3193.55,6317715.6,Warri,Sea,574839.0,5742876.6,0.09,FNL
517,Cashew,Agriplus Nigeria Limited,Netherlands,2021-08-18,109,37687.33,8794.43,4107918.97,Warri,Sea,958592.87,3149326.1,0.23,ANL
518,Sesame,Solid Agro Nigeria Limited,Austria,2023-04-14,495,49344.94,3262.03,24425745.3,Lagos,Sea,1614704.85,22811040.45,0.07,SANL
519,Cashew,Agro Export Nigeria Ltd,France,2021-12-25,595,49952.76,3880.69,29721892.2,Calabar,Sea,2309010.55,27412881.65,0.08,AENL
520,Cocoa,Golden Farms Nigeria Limited,Austria,2023-11-25,881,41023.6,9427.3,36141791.6,Port Harcourt,Sea,8305451.3,27836340.3,0.23,GFNL
521,Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2021-02-04,760,21238.1,8712.13,16140956.0,Lagos,Sea,6621218.8,9519737.2,0.41,NEPC
522,Sesame,Solid Agro Nigeria Limited,Sweden,2021-02-02,212,13659.53,4407.05,2895820.36,Lagos,Sea,934294.6000000001,1961525.7599999998,0.32,SANL
523,Plantain,Prime Agro Exports Nigeria Limited,Denmark,2020-07-19,492,23415.71,3262.88,11520529.32,Port Harcourt,Sea,1605336.96,9915192.36,0.14,PAENL
524,Ginger,Solid Agro Nigeria Limited,Spain,2021-05-09,539,44640.26,6879.9,24061100.14,Lagos,Sea,3708266.0999999996,20352834.04,0.15,SANL
525,Cassava,Nigerian Export Promotion Council (NEPC),Switzerland,2022-12-23,795,11706.54,3838.45,9306699.3,Lagos,Sea,3051567.75,6255131.550000001,0.33,NEPC
526,Rubber,Nigerian Export Promotion Council (NEPC),Italy,2022-07-16,995,19174.71,7622.54,19078836.45,Calabar,Sea,7584427.3,11494409.149999999,0.4,NEPC
527,Cassava,Agro Allied Exporters Nigeria Limited,Sweden,2022-06-03,926,41066.23,7386.88,38027328.98,Calabar,Sea,6840250.88,31187078.099999998,0.18,AAENL
528,Cashew,Nigeria Agro Export Company,Italy,2020-03-04,537,18603.64,5520.33,9990154.68,Warri,Sea,2964417.21,7025737.47,0.3,NAEC
529,Cassava,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-06,364,20676.03,6076.57,7526074.92,Lagos,Sea,2211871.48,5314203.4399999995,0.29,GAENL
530,Cocoa,Farmgate Nigeria Limited,France,2021-08-31,296,15129.48,8612.34,4478326.08,Lagos,Sea,2549252.64,1929073.44,0.57,FNL
531,Cashew,Prime Agro Exports Nigeria Limited,France,2020-07-18,647,24424.61,4660.79,15802722.67,Calabar,Sea,3015531.13,12787191.54,0.19,PAENL
532,Palm Oil,Agriplus Nigeria Limited,Netherlands,2020-08-12,988,41728.32,4505.7,41227580.16,Lagos,Sea,4451631.6,36775948.559999995,0.11,ANL
533,Cashew,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-07-12,774,24784.46,6047.25,19183172.04,Lagos,Sea,4680571.5,14502600.54,0.24,GAENL
534,Sesame,Solid Agro Nigeria Limited,Belgium,2021-10-16,181,12844.9,4897.65,2324926.9,Lagos,Sea,886474.6499999999,1438452.25,0.38,SANL
535,Ginger,Prime Agro Exports Nigeria Limited,Spain,2023-06-16,589,38608.54,2144.47,22740430.06,Lagos,Sea,1263092.8299999998,21477337.23,0.06,PAENL
536,Palm Oil,Solid Agro Nigeria Limited,Italy,2022-08-18,282,44740.94,5574.34,12616945.08,Lagos,Sea,1571963.8800000001,11044981.2,0.12,SANL
537,Sesame,Golden Farms Nigeria Limited,Switzerland,2022-05-13,137,15527.66,8331.52,2127289.42,Lagos,Sea,1141418.24,985871.1799999999,0.54,GFNL
538,Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,2020-06-30,689,29393.13,3650.64,20251866.57,Lagos,Sea,2515290.96,17736575.61,0.12,GAENL
539,Cassava,Solid Agro Nigeria Limited,Germany,2023-08-21,672,10006.54,8641.69,6724394.88,Port Harcourt,Sea,5807215.680000001,917179.1999999993,0.86,SANL
540,Ginger,Prime Agro Exports Nigeria Limited,Italy,2023-01-10,435,41081.23,5890.73,17870335.05,Lagos,Sea,2562467.55,15307867.5,0.14,PAENL
541,Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-24,847,19595.1,8836.62,16597049.7,Calabar,Sea,7484617.140000001,9112432.559999999,0.45,GFNL
542,Plantain,Golden Farms Nigeria Limited,Italy,2023-10-13,872,12470.14,4780.03,10873962.08,Warri,Sea,4168186.1599999997,6705775.92,0.38,GFNL
543,Cassava,Nigeria Agro Export Company,Spain,2022-08-05,261,18757.63,2017.08,4895741.43,Lagos,Sea,526457.88,4369283.55,0.11,NAEC
544,Cassava,Prime Agro Exports Nigeria Limited,France,2023-06-30,206,23127.65,6971.83,4764295.9,Calabar,Sea,1436196.98,3328098.9200000004,0.3,PAENL
545,Sesame,Nigeria Agro Export Company,Italy,2020-08-19,983,32503.8,5624.4,31951235.4,Lagos,Sea,5528785.199999999,26422450.2,0.17,NAEC
546,Cassava,Farmgate Nigeria Limited,Belgium,2023-12-01,540,40199.84,9026.4,21707913.6,Lagos,Sea,4874256.0,16833657.6,0.22,FNL
547,Rubber,Golden Farms Nigeria Limited,Belgium,2022-03-13,290,36322.87,9201.4,10533632.3,Lagos,Sea,2668406.0,7865226.300000001,0.25,GFNL
548,Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-06-27,776,37554.32,6300.28,29142152.32,Lagos,Sea,4889017.28,24253135.04,0.17,AAENL
549,Rubber,Nigerian Export Promotion Council (NEPC),Germany,2023-06-18,247,48726.71,2469.69,12035497.37,Lagos,Sea,610013.43,11425483.94,0.05,NEPC
550,Sesame,Agriplus Nigeria Limited,France,2022-05-01,321,14556.35,5906.37,4672588.35,Lagos,Sea,1895944.77,2776643.5799999996,0.41,ANL
551,Rubber,Prime Agro Exports Nigeria Limited,Germany,2023-02-02,472,24963.59,3199.59,11782814.48,Lagos,Sea,1510206.48,10272608.0,0.13,PAENL
552,Cassava,Golden Farms Nigeria Limited,Denmark,2021-04-19,155,19830.81,9336.83,3073775.55,Lagos,Sea,1447208.65,1626566.9,0.47,GFNL
553,Cassava,Agriplus Nigeria Limited,Austria,2021-07-22,394,10137.63,9407.81,3994226.22,Lagos,Sea,3706677.1399999997,287549.08000000054,0.93,ANL
554,Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,2020-03-27,435,15057.51,5455.6,6550016.85,Calabar,Sea,2373186.0,4176830.8499999996,0.36,NEPC
555,Cashew,Golden Farms Nigeria Limited,Netherlands,2020-12-17,620,35549.32,2269.97,22040578.4,Port Harcourt,Sea,1407381.4,20633197.0,0.06,GFNL
556,Plantain,Golden Farms Nigeria Limited,France,2023-09-16,309,43808.94,3213.71,13536962.46,Lagos,Sea,993036.39,12543926.07,0.07,GFNL
557,Cashew,Nigerian Export Promotion Council (NEPC),France,2020-11-08,898,21737.75,5661.66,19520499.5,Lagos,Sea,5084170.68,14436328.82,0.26,NEPC
558,Cassava,Agriplus Nigeria Limited,Germany,2020-10-08,518,11462.7,9321.44,5937678.6,Warri,Sea,4828505.92,1109172.6799999997,0.81,ANL
559,Cocoa,Nigeria Agro Export Company,Sweden,2023-09-20,264,49192.22,4003.23,12986746.08,Port Harcourt,Sea,1056852.72,11929893.36,0.08,NAEC
560,Sesame,Prime Agro Exports Nigeria Limited,Switzerland,2022-07-24,329,43020.95,6895.44,14153892.55,Calabar,Sea,2268599.76,11885292.790000001,0.16,PAENL
561,Palm Oil,Solid Agro Nigeria Limited,Switzerland,2021-08-05,493,40539.5,2449.86,19985973.5,Lagos,Sea,1207780.98,18778192.52,0.06,SANL
562,Cashew,Agro Export Nigeria Ltd,Belgium,2022-08-14,884,49041.91,3226.31,43353048.44,Lagos,Sea,2852058.04,40500990.4,0.07,AENL
563,Palm Oil,Golden Farms Nigeria Limited,France,2020-01-07,656,15181.46,8490.12,9959037.76,Port Harcourt,Sea,5569518.720000001,4389519.039999999,0.56,GFNL
564,Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2020-04-10,741,47745.33,7767.31,35379289.53,Lagos,Sea,5755576.71,29623712.82,0.16,GAENL
565,Rubber,Nigerian Export Promotion Council (NEPC),Spain,2023-10-02,558,27269.5,7661.93,15216381.0,Lagos,Sea,4275356.94,10941024.059999999,0.28,NEPC
566,Ginger,Golden Farms Nigeria Limited,Belgium,2020-01-13,967,22317.21,8745.61,21580742.07,Calabar,Sea,8457004.870000001,13123737.2,0.39,GFNL
567,Cocoa,Solid Agro Nigeria Limited,Spain,2023-05-23,708,34554.94,4062.57,24464897.52,Lagos,Sea,2876299.56,21588597.96,0.12,SANL
568,Cassava,Farmgate Nigeria Limited,Switzerland,2022-10-11,150,23193.26,4943.25,3478989.0,Warri,Sea,741487.5,2737501.5,0.21,FNL
569,Cassava,Prime Agro Exports Nigeria Limited,Germany,2021-12-25,584,44793.37,7045.51,26159328.08,Lagos,Sea,4114577.8400000003,22044750.24,0.16,PAENL
570,Cocoa,Solid Agro Nigeria Limited,Austria,2022-07-18,357,46900.29,2786.12,16743403.53,Port Harcourt,Sea,994644.84,15748758.69,0.06,SANL
571,Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-09-25,877,30508.22,7705.96,26755708.94,Lagos,Sea,6758126.92,19997582.020000003,0.25,GAENL
572,Cassava,Solid Agro Nigeria Limited,Italy,2023-11-22,118,48123.38,4260.18,5678558.84,Lagos,Sea,502701.24000000005,5175857.6,0.09,SANL
573,Plantain,Agro Export Nigeria Ltd,Spain,2020-05-18,347,23501.68,4710.34,8155082.96,Lagos,Sea,1634487.98,6520594.98,0.2,AENL
574,Cashew,Nigeria Agro Export Company,Sweden,2021-08-06,195,22573.75,8379.05,4401881.25,Lagos,Sea,1633914.7499999998,2767966.5,0.37,NAEC
575,Cocoa,Agro Export Nigeria Ltd,Italy,2020-04-20,276,35183.88,7272.88,9710750.88,Port Harcourt,Sea,2007314.8800000001,7703436.000000001,0.21,AENL
576,Palm Oil,Nigeria Agro Export Company,Austria,2020-01-20,489,28847.43,7921.57,14106393.27,Lagos,Sea,3873647.73,10232745.54,0.27,NAEC
577,Cocoa,Farmgate Nigeria Limited,Austria,2023-09-16,989,31752.95,7600.6,31403667.55,Warri,Sea,7516993.4,23886674.15,0.24,FNL
578,Cocoa,Agro Allied Exporters Nigeria Limited,Germany,2021-03-24,564,23783.54,5997.33,13413916.56,Warri,Sea,3382494.12,10031422.440000001,0.25,AAENL
579,Cocoa,Agriplus Nigeria Limited,Italy,2020-07-31,410,42063.46,8620.2,17246018.6,Port Harcourt,Sea,3534282.0000000005,13711736.600000001,0.2,ANL
580,Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2023-02-02,794,22692.69,4559.66,18017995.86,Lagos,Sea,3620370.04,14397625.82,0.2,NEPC
581,Cassava,Agriplus Nigeria Limited,Austria,2022-05-17,780,22739.59,2869.67,17736880.2,Lagos,Sea,2238342.6,15498537.6,0.13,ANL
582,Cocoa,Golden Farms Nigeria Limited,Denmark,2020-09-02,997,23337.7,5441.12,23267686.9,Lagos,Sea,5424796.64,17842890.259999998,0.23,GFNL
583,Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2023-05-07,248,30929.2,2548.66,7670441.6,Lagos,Sea,632067.6799999999,7038373.92,0.08,AAENL
584,Sesame,Nigerian Export Promotion Council (NEPC),Italy,2022-05-23,471,38081.7,8208.72,17936480.7,Calabar,Sea,3866307.1199999996,14070173.58,0.22,NEPC
585,Cassava,Solid Agro Nigeria Limited,Switzerland,2023-11-26,939,47201.02,6623.62,44321757.78,Lagos,Sea,6219579.18,38102178.6,0.14,SANL
586,Cocoa,Nigerian Export Promotion Council (NEPC),Italy,2021-12-31,544,31992.21,6314.66,17403762.24,Warri,Sea,3435175.04,13968587.2,0.2,NEPC
587,Cocoa,Agriplus Nigeria Limited,Germany,2020-03-13,644,11922.17,2972.84,7677877.48,Lagos,Sea,1914508.9600000002,5763368.5200000005,0.25,ANL
588,Sesame,Agro Export Nigeria Ltd,Denmark,2020-06-25,341,41425.59,9653.47,14126126.19,Lagos,Sea,3291833.2699999996,10834292.92,0.23,AENL
589,Palm Oil,Agriplus Nigeria Limited,Switzerland,2022-11-04,961,35793.54,2956.63,34397591.94,Lagos,Sea,2841321.43,31556270.509999998,0.08,ANL
590,Sesame,Prime Agro Exports Nigeria Limited,Belgium,2021-02-16,719,31328.17,4687.24,22524954.23,Lagos,Sea,3370125.56,19154828.67,0.15,PAENL
591,Ginger,Greenfield Agro Exporters Nigeria Limited,France,2021-07-30,350,47157.35,3777.28,16505072.5,Lagos,Sea,1322048.0,15183024.5,0.08,GAENL
592,Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2022-12-19,387,48052.05,4922.24,18596143.35,Warri,Sea,1904906.88,16691236.470000003,0.1,PAENL
593,Plantain,Farmgate Nigeria Limited,Netherlands,2023-08-23,199,23511.99,4799.4,4678886.01,Lagos,Sea,955080.6,3723805.4099999997,0.2,FNL
594,Cashew,Farmgate Nigeria Limited,Austria,2022-02-26,687,33342.97,6500.51,22906620.39,Lagos,Sea,4465850.37,18440770.02,0.19,FNL
595,Sesame,Farmgate Nigeria Limited,Netherlands,2020-10-30,452,12026.68,3115.04,5436059.36,Lagos,Sea,1407998.08,4028061.2800000003,0.26,FNL
596,Palm Oil,Agro Export Nigeria Ltd,France,2022-02-08,659,49156.21,8159.59,32393942.39,Lagos,Sea,5377169.8100000005,27016772.58,0.17,AENL
597,Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-25,575,10306.64,4159.79,5926318.0,Lagos,Sea,2391879.25,3534438.75,0.4,GAENL
598,Cashew,Agro Export Nigeria Ltd,France,2023-11-11,608,26360.69,9315.67,16027299.52,Lagos,Sea,5663927.36,10363372.16,0.35,AENL
599,Plantain,Solid Agro Nigeria Limited,Germany,2022-06-15,825,44517.66,7496.94,36727069.5,Lagos,Sea,6184975.5,30542094.0,0.17,SANL
600,Cocoa,Prime Agro Exports Nigeria Limited,Belgium,2023-09-21,499,39950.24,6053.8,19935169.76,Lagos,Sea,3020846.2,16914323.560000002,0.15,PAENL
601,Sesame,Agro Export Nigeria Ltd,Austria,2023-10-22,410,23384.86,9149.14,9587792.6,Port Harcourt,Sea,3751147.4,5836645.199999999,0.39,AENL
602,Plantain,Nigeria Agro Export Company,Spain,2020-08-13,743,26050.96,3800.89,19355863.28,Lagos,Sea,2824061.27,16531802.010000002,0.15,NAEC
603,Cashew,Agro Export Nigeria Ltd,Switzerland,2023-05-03,600,35084.68,5515.51,21050808.0,Warri,Sea,3309306.0,17741502.0,0.16,AENL
604,Palm Oil,Farmgate Nigeria Limited,Belgium,2020-09-04,851,33435.72,7910.73,28453797.72,Lagos,Sea,6732031.2299999995,21721766.49,0.24,FNL
605,Rubber,Agro Allied Exporters Nigeria Limited,Germany,2020-02-05,435,19481.19,4810.38,8474317.65,Warri,Sea,2092515.3,6381802.350000001,0.25,AAENL
606,Sesame,Solid Agro Nigeria Limited,Austria,2023-08-05,797,19485.29,3002.8,15529776.13,Lagos,Sea,2393231.6,13136544.530000001,0.15,SANL
607,Cashew,Agro Export Nigeria Ltd,Belgium,2023-05-28,653,43827.24,5249.1,28619187.72,Lagos,Sea,3427662.3000000003,25191525.419999998,0.12,AENL
608,Cassava,Nigeria Agro Export Company,Sweden,2020-03-20,137,22503.47,4193.51,3082975.39,Lagos,Sea,574510.87,2508464.52,0.19,NAEC
609,Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2020-04-14,558,36199.92,5054.37,20199555.36,Port Harcourt,Sea,2820338.46,17379216.9,0.14,NEPC
610,Ginger,Prime Agro Exports Nigeria Limited,Germany,2023-07-30,315,48540.47,2187.98,15290248.05,Lagos,Sea,689213.7,14601034.350000001,0.05,PAENL
611,Cassava,Golden Farms Nigeria Limited,Switzerland,2021-06-08,506,37983.2,5305.54,19219499.2,Calabar,Sea,2684603.2399999998,16534895.959999999,0.14,GFNL
612,Plantain,Solid Agro Nigeria Limited,Netherlands,2020-12-30,574,13194.29,8175.79,7573522.46,Warri,Sea,4692903.46,2880619.0,0.62,SANL
613,Plantain,Agro Export Nigeria Ltd,Spain,2023-06-09,744,17166.97,7770.71,12772225.68,Warri,Sea,5781408.24,6990817.4399999995,0.45,AENL
614,Sesame,Nigeria Agro Export Company,Belgium,2023-04-02,230,46533.71,4092.35,10702753.3,Warri,Sea,941240.5,9761512.8,0.09,NAEC
615,Cashew,Farmgate Nigeria Limited,France,2021-12-24,634,40807.39,9589.53,25871885.26,Lagos,Sea,6079762.0200000005,19792123.240000002,0.23,FNL
616,Rubber,Nigerian Export Promotion Council (NEPC),Spain,2022-01-28,654,30960.47,9761.35,20248147.38,Lagos,Sea,6383922.9,13864224.479999999,0.32,NEPC
617,Cashew,Nigeria Agro Export Company,Spain,2023-12-20,490,23893.95,5788.54,11708035.5,Calabar,Sea,2836384.6,8871650.9,0.24,NAEC
618,Ginger,Solid Agro Nigeria Limited,Denmark,2022-05-08,825,42082.19,5341.84,34717806.75,Lagos,Sea,4407018.0,30310788.75,0.13,SANL
619,Rubber,Agriplus Nigeria Limited,Switzerland,2022-10-03,722,46749.58,4146.22,33753196.76,Warri,Sea,2993570.8400000003,30759625.919999998,0.09,ANL
620,Ginger,Golden Farms Nigeria Limited,Belgium,2022-07-02,313,21553.66,7531.22,6746295.58,Warri,Sea,2357271.86,4389023.720000001,0.35,GFNL
621,Cassava,Agro Export Nigeria Ltd,Germany,2022-03-29,337,15499.43,3381.24,5223307.91,Lagos,Sea,1139477.88,4083830.0300000003,0.22,AENL
622,Plantain,Farmgate Nigeria Limited,Belgium,2021-07-07,626,42679.03,7839.31,26717072.78,Calabar,Sea,4907408.0600000005,21809664.72,0.18,FNL
623,Ginger,Agro Export Nigeria Ltd,Germany,2023-01-28,391,40770.5,4126.14,15941265.5,Port Harcourt,Sea,1613320.7400000002,14327944.76,0.1,AENL
624,Cashew,Agriplus Nigeria Limited,Denmark,2020-05-10,445,20520.44,6305.29,9131595.8,Lagos,Sea,2805854.05,6325741.750000001,0.31,ANL
625,Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-06-26,627,28634.29,6333.2,17953699.83,Warri,Sea,3970916.4,13982783.429999998,0.22,PAENL
626,Palm Oil,Agro Allied Exporters Nigeria Limited,Sweden,2020-02-20,298,29848.18,2491.82,8894757.64,Calabar,Sea,742562.3600000001,8152195.28,0.08,AAENL
627,Rubber,Farmgate Nigeria Limited,Germany,2022-01-14,579,46260.7,3869.83,26784945.3,Calabar,Sea,2240631.57,24544313.73,0.08,FNL
628,Plantain,Nigeria Agro Export Company,France,2021-02-14,415,45905.28,7271.19,19050691.2,Lagos,Sea,3017543.8499999996,16033147.35,0.16,NAEC
629,Palm Oil,Solid Agro Nigeria Limited,Germany,2021-11-24,840,49351.45,4574.66,41455218.0,Lagos,Sea,3842714.4,37612503.6,0.09,SANL
630,Plantain,Nigeria Agro Export Company,Italy,2021-02-26,376,35980.93,7571.43,13528829.68,Lagos,Sea,2846857.68,10681972.0,0.21,NAEC
631,Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2022-09-28,969,33912.2,6646.6,32860921.8,Lagos,Sea,6440555.4,26420366.4,0.2,AAENL
632,Ginger,Farmgate Nigeria Limited,Denmark,2020-06-16,647,40768.56,8852.05,26377258.32,Port Harcourt,Sea,5727276.35,20649981.97,0.22,FNL
633,Cashew,Farmgate Nigeria Limited,Denmark,2021-12-23,188,38387.23,9785.67,7216799.24,Calabar,Sea,1839705.96,5377093.28,0.25,FNL
634,Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-01-04,108,34228.64,9645.39,3696693.12,Lagos,Sea,1041702.1199999999,2654991.0,0.28,NEPC
635,Cassava,Agriplus Nigeria Limited,Denmark,2021-03-16,275,21247.69,5273.59,5843114.75,Lagos,Sea,1450237.25,4392877.5,0.25,ANL
636,Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-08-13,234,43772.23,6472.47,10242701.82,Lagos,Sea,1514557.98,8728143.84,0.15,NEPC
637,Cocoa,Golden Farms Nigeria Limited,Netherlands,2022-06-07,181,46007.28,9692.49,8327317.68,Lagos,Sea,1754340.69,6572976.99,0.21,GFNL
638,Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-12-03,750,48870.19,9474.77,36652642.5,Lagos,Sea,7106077.5,29546565.0,0.19,GAENL
639,Cassava,Prime Agro Exports Nigeria Limited,Austria,2023-02-17,611,21839.94,7020.58,13344203.34,Calabar,Sea,4289574.38,9054628.96,0.32,PAENL
640,Cassava,Greenfield Agro Exporters Nigeria Limited,Denmark,2021-04-02,541,49593.68,5788.97,26830180.88,Lagos,Sea,3131832.77,23698348.11,0.12,GAENL
641,Palm Oil,Agriplus Nigeria Limited,Austria,2020-11-27,641,36577.96,7500.75,23446472.36,Warri,Sea,4807980.75,18638491.61,0.21,ANL
642,Plantain,Nigerian Export Promotion Council (NEPC),France,2020-07-15,250,19006.96,8307.68,4751740.0,Port Harcourt,Sea,2076920.0,2674820.0,0.44,NEPC
643,Plantain,Nigeria Agro Export Company,Austria,2022-12-23,354,29803.5,8893.66,10550439.0,Warri,Sea,3148355.64,7402083.359999999,0.3,NAEC
644,Rubber,Prime Agro Exports Nigeria Limited,Belgium,2022-07-25,304,35413.74,2594.73,10765776.96,Lagos,Sea,788797.92,9976979.040000001,0.07,PAENL
645,Plantain,Nigeria Agro Export Company,Italy,2020-03-02,121,49472.48,2772.91,5986170.08,Calabar,Sea,335522.11,5650647.97,0.06,NAEC
646,Plantain,Nigeria Agro Export Company,Austria,2022-01-10,609,26243.24,2186.16,15982133.16,Port Harcourt,Sea,1331371.44,14650761.72,0.08,NAEC
647,Ginger,Agro Export Nigeria Ltd,Switzerland,2020-03-05,303,16552.77,2426.7,5015489.31,Lagos,Sea,735290.1,4280199.21,0.15,AENL
648,Cocoa,Farmgate Nigeria Limited,Netherlands,2022-05-26,651,23667.26,6606.14,15407386.26,Lagos,Sea,4300597.140000001,11106789.12,0.28,FNL
649,Rubber,Farmgate Nigeria Limited,Italy,2020-10-20,860,47901.59,9626.54,41195367.4,Port Harcourt,Sea,8278824.4,32916543.0,0.2,FNL
650,Cassava,Nigerian Export Promotion Council (NEPC),France,2020-10-07,144,19564.37,9750.77,2817269.28,Lagos,Sea,1404110.8800000001,1413158.3999999997,0.5,NEPC
651,Plantain,Nigerian Export Promotion Council (NEPC),Italy,2023-06-19,878,38183.62,5032.49,33525218.36,Lagos,Sea,4418526.22,29106692.14,0.13,NEPC
652,Plantain,Prime Agro Exports Nigeria Limited,Sweden,2020-03-13,910,34668.65,3347.95,31548471.5,Calabar,Sea,3046634.5,28501837.0,0.1,PAENL
653,Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-12-30,128,13118.57,7901.12,1679176.96,Lagos,Sea,1011343.36,667833.6,0.6,GAENL
654,Rubber,Greenfield Agro Exporters Nigeria Limited,Belgium,2021-08-04,424,15631.78,6918.65,6627874.72,Lagos,Sea,2933507.5999999996,3694367.12,0.44,GAENL
655,Ginger,Nigerian Export Promotion Council (NEPC),Sweden,2020-12-15,824,25390.88,8773.0,20922085.12,Lagos,Sea,7228952.0,13693133.120000001,0.35,NEPC
656,Sesame,Greenfield Agro Exporters Nigeria Limited,France,2021-05-29,386,12324.08,8623.86,4757094.88,Lagos,Sea,3328809.9600000004,1428284.9199999995,0.7,GAENL
